id;order_id;production_order_number;customer_responsible;supplier;customer;product_id;order_created_at;order_created_by;order_iop;product_name;product_ref;audit_created_at;audit_last_updated_at;order_status;taxonomy;brand_name;product_type_name;section_name;buyer_name;buyer_group_name;supplier_code;supplier_name;supplier_legal_name
309569;a2003733-34d0-4829-9816-a1482efaba34;56572;isabeljnbl;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;2f3cb0f4-005d-4949-9388-2ddaa33b21e8;2026-01-07T16:12:42.807Z;isabeljnbl;VERDADERO;CUERPO ASIMÉTRICO TOPITOS ;4-48VQB;2026-01-07T16:15:12.044Z;2026-01-08T04:08:35.239Z;DRAFT;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
332490;67066680-1283-4c82-9978-52c679b6ec66;56702;jacobofba;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;19a759f2-59e6-4aa4-98c2-f36fd6b3bc9f;2026-01-08T09:22:48.545Z;blancargo;VERDADERO;SET_174 PANTALON LINO BARREL;1-49GYZ;2026-01-08T09:30:19.633Z;2026-01-09T04:17:56.555Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
332722;a4b54cf4-64c6-4be0-afe2-bc661d2515ca;56755;alfredofyr;urn:product-supplier:9380cf9a-bfbe-4539-8f28-c689e6fff070;urn:BUYERCODE:39561802-357a-445b-b686-c9eb86f2419f;2e5aa3cf-79b6-4568-b04c-b7cc12a46fd4;2026-01-08T10:31:21.793Z;alfredofyr;VERDADERO;D.W THE CARGO CANVAS PANT;1-49GJL;2026-01-08T10:56:50.842Z;2026-01-09T04:17:50.955Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;965295;JIAMEI INTERNATIONAL (HONGKONG) LIMITED;JIAMEI INTERNATIONAL HONGKONG LIMITED
333051;4c370222-7c96-49e9-b20a-3c87dc3d2f97;56904;lauramsanc;urn:product-supplier:4c84e169-708b-4ddd-b4e2-e8a38d2473d0;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;1cec6d45-a9c0-49e7-94d9-70f0e2a0f583;2026-01-08T12:16:24.146Z;lauramsanc;VERDADERO;DW. THE PATCHWORK BARREL;1-49DLB;2026-01-08T12:25:17.372Z;2026-01-09T04:17:27.963Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;1001949;PURE VILLAGE TEKSTIL ANONIM SIRKETI;PURE VILLAGE TEKSTIL ANONIM SIRKETI
333198;b898579b-1c61-4aa2-8b4b-56e8e9c23e0f;56863;alfredofyr;urn:product-supplier:9380cf9a-bfbe-4539-8f28-c689e6fff070;urn:BUYERCODE:39561802-357a-445b-b686-c9eb86f2419f;5d78c953-17bf-474f-a679-4b34423a9e35;2026-01-08T11:49:53.323Z;alfredofyr;VERDADERO;D.W. THE WORKER PANT;1-48RXC;2026-01-08T12:25:28.167Z;2026-01-09T04:17:44.056Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;965295;JIAMEI INTERNATIONAL (HONGKONG) LIMITED;JIAMEI INTERNATIONAL HONGKONG LIMITED
333490;b7ab9c76-6432-444b-aec6-f821a88805b1;57024;tamarabo;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;ed724b3d-dad5-4cbe-a07d-63231c680bd8;2026-01-08T15:26:56.845Z;tamarabo;VERDADERO;ZW_THE MINIDRESS;2-48MVP;2026-01-08T15:30:16.082Z;2026-01-11T04:16:25.963Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
333508;10790a4d-3798-4ad7-8de7-9763b3029941;57019;tamarabo;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;ed724b3d-dad5-4cbe-a07d-63231c680bd8;2026-01-08T15:20:21.071Z;tamarabo;VERDADERO;ZW_THE MINIDRESS;2-48MVP;2026-01-08T15:30:16.082Z;2026-01-11T04:16:25.963Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
333554;47e547c9-7e8d-40e8-a1a8-6f5200a30850;57031;ricardojad;urn:product-supplier:cf33f2ff-f079-41c2-ba63-caa1474eb252;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;09e8906c-9dee-435e-8acd-5851e836a4f9;2026-01-08T15:33:02.021Z;ricardojad;VERDADERO;SET _ 175 LINEN PYJAMA SHIRT;4-48ZWB;2026-01-08T15:45:11.056Z;2026-01-11T04:16:25.963Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;841340;SHANGHAI TAIMU SILK CO.,LTD;SHANGHAI TAIMU SILK CO.,LTD
333782;4529e1a1-d6b5-4aa4-afbd-71101f83e231;57088;jacobofba;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;19a759f2-59e6-4aa4-98c2-f36fd6b3bc9f;2026-01-08T16:37:49.652Z;jacobofba;VERDADERO;SET_174 PANTALON LINO BARREL;1-49GYZ;2026-01-08T16:45:11.011Z;2026-01-12T04:16:40.849Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
333811;4cfeeb4d-88b8-4359-af6f-70502d078b48;57107;alfredofyr;urn:product-supplier:980f0642-8124-40b0-ac06-7c573b036564;urn:BUYERCODE:39561802-357a-445b-b686-c9eb86f2419f;c4be9d25-a6ce-46aa-bb61-d759c7b07869;2026-01-08T16:57:52.961Z;alfredofyr;VERDADERO;D.W THE LOW RISE RELAXED STRAIGHT WHITE;1-47PNZ;2026-01-08T17:00:21.848Z;2026-01-12T04:16:40.992Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;751920;SOORTY ENTERPRISES (PVT.) LTD.;SOORTY ENTERPRISES (PVT.) LTD.
333870;5c16a6e2-1313-4b81-a68c-cb9f358200e6;57115;ricardojad;urn:product-supplier:cf33f2ff-f079-41c2-ba63-caa1474eb252;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;abfb1176-a049-4fa9-a2b4-4e72a021e92d;2026-01-08T17:05:33.502Z;ricardojad;VERDADERO;SET _ 180 GARMENT WASHED LINEN TOP ;4-49HQP;2026-01-08T17:15:08.710Z;2026-01-12T04:16:40.992Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;841340;SHANGHAI TAIMU SILK CO.,LTD;SHANGHAI TAIMU SILK CO.,LTD
333909;e276bced-53a2-4eb4-947a-8bdeef2b0312;57144;irmacd;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;be1bef60-3906-4ac9-ad17-4d85dd8a078e;2026-01-08T17:41:47.486Z;irmacd;VERDADERO;SOBRECAMISA TAFETA THE ITEM;4-48RYP;2026-01-08T17:45:08.908Z;2026-01-12T04:16:40.600Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
333914;3d61d074-2d15-4b5f-b6ef-93b092b26ff8;57140;jacobofba;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;7d8904a1-757c-40c2-9241-d718e6e53882;2026-01-08T17:36:49.335Z;jacobofba;VERDADERO;PANTALÓN ABERTURAS LATERALES 100% LINEN;1-48XXM;2026-01-08T17:45:08.908Z;2026-01-12T04:16:40.600Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
371812;97f69b09-6d74-46d2-9940-e714d895b20e;57251;blancargo;urn:product-supplier:edf02f77-020b-4cdc-a694-92e26136eedf;urn:BUYERCODE:7be0c816-6326-40b0-ae93-fdd32758b3ad;617835e4-fbca-47b9-8ec6-99075a1f6163;2026-01-09T10:02:46.835Z;blancargo;VERDADERO;PANTALON NEW KOREAN;1-49CRV;2026-01-09T10:10:35.709Z;2026-02-20T04:16:33.893Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;745378;AYDIN TEXTILE.ITH.HR.SAN.TC.LTD.STI;AYDIN TEKSTIL ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI 
371856;c9fe79de-d18a-46a7-9d9d-c9c7fcea5028;57231;alfredofyr;urn:product-supplier:980f0642-8124-40b0-ac06-7c573b036564;urn:BUYERCODE:39561802-357a-445b-b686-c9eb86f2419f;c3fd5c14-f90d-4409-a384-8a252c3ba59c;2026-01-09T09:46:42.114Z;alfredofyr;VERDADERO;D.W THE LOW RISE WIDE LEG;1-49RBG;2026-01-09T10:10:35.709Z;2026-02-20T04:16:33.800Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;751920;SOORTY ENTERPRISES (PVT.) LTD.;SOORTY ENTERPRISES (PVT.) LTD.
372528;8aab9610-3f11-40c5-8fe2-d8daa7495180;57330;tamarabo;urn:product-supplier:bac70ebc-6dba-492f-b275-2bd343c1b92d;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;a9982e53-9d64-4da4-8c7b-7b436c03860e;2026-01-09T11:34:28.342Z;tamarabo;VERDADERO;ZW_THE MINI POPLIN DRESS A LINE;2-49FSD;2026-01-09T11:45:10.918Z;2026-02-23T04:16:56.613Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;752393;KIMO TEKSTIL KONFEKSIYON SAN VE TIC AS;KIMO TEKSTIL KONFEKSIYON SAN VE TIC AS
372684;7f87d3a4-b52b-4152-b2e7-7e72e02babdc;57356;tamarabo;urn:product-supplier:bac70ebc-6dba-492f-b275-2bd343c1b92d;urn:BUYERCODE:921f26f0-c71e-4b55-b59d-085b0b5bb9ba;f6b8670d-4b6f-4c3c-90b2-e0d1a7f93872;2026-01-09T12:02:51.241Z;tamarabo;VERDADERO;ZW_MONO CORTO LINO ALGODÓN;39-49BSN;2026-01-09T12:16:02.057Z;2026-02-23T04:16:50.341Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;752393;KIMO TEKSTIL KONFEKSIYON SAN VE TIC AS;KIMO TEKSTIL KONFEKSIYON SAN VE TIC AS
372697;cbb46eab-39c6-4ca2-a4ea-738d1a0db1c0;57377;martaara;urn:product-supplier:1a30dc3b-2678-47b0-b285-4f0c8457d834;urn:BUYERCODE:3833d263-f526-4832-ae11-badfa101e802;b85e6662-309e-4457-94c3-bf93f1ed8be2;2026-01-09T12:27:52.192Z;irmacd;VERDADERO;CHAQUETA PIEL SAHARIANA -THE ITEM;9-48JXZ;2026-01-09T12:30:13.169Z;2026-02-23T04:16:50.651Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION E;769168;K.T DERI TEKSTIL KONFEKSIYON SANAYI VE T;K.T DERI TEKSTIL KONFEKSIYON SANAYI VE TICARET A.S
372768;b4c6da5b-0e79-4491-bdee-53a47b6109ed;57396;alfredofyr;urn:product-supplier:b7d6d39d-81ba-4ccf-854f-c50a41eefc3c;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;9f8ebb9c-c4ef-4ff4-b38b-f8a86584faf3;2026-01-09T12:38:32.545Z;alfredofyr;VERDADERO;THE ZW CROPPED FLARE WHITE;1-48GSV;2026-01-09T12:45:11.731Z;2026-02-23T04:16:50.800Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;913093;BAYKAN DENIM KONFEKSIYON ANONIM SIRKETI;BAYKAN DENIM KONFEKSIYON ANONIM SIRKETI
372815;2da8d25e-9f7e-4bf7-bfd3-c75820ab4eb4;57419;alfredofyr;urn:product-supplier:980f0642-8124-40b0-ac06-7c573b036564;urn:BUYERCODE:39561802-357a-445b-b686-c9eb86f2419f;c3fd5c14-f90d-4409-a384-8a252c3ba59c;2026-01-09T12:57:11.520Z;alfredofyr;VERDADERO;D.W THE LOW RISE WIDE LEG;1-49RBG;2026-01-09T13:00:42.637Z;2026-02-23T04:16:44.131Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;751920;SOORTY ENTERPRISES (PVT.) LTD.;SOORTY ENTERPRISES (PVT.) LTD.
372818;29f33804-9818-4100-96f6-b14bd60d1005;57421;sarajv;urn:product-supplier:cf33f2ff-f079-41c2-ba63-caa1474eb252;urn:BUYERCODE:30a5ad9e-bc4e-4598-a328-975e44a33354;81fce230-c984-4b4b-bf6c-dbf45c1dd637;2026-01-09T12:56:38.779Z;sarajv;VERDADERO;VESTIDO CORTES ASIMETRICOS M/SISA;2-48FKV;2026-01-09T13:00:42.637Z;2026-02-23T04:16:44.131Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;841340;SHANGHAI TAIMU SILK CO.,LTD;SHANGHAI TAIMU SILK CO.,LTD
372824;dd130be4-311a-42e6-a0fe-88a153beaef7;57416;tamarabo;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;2d9afb26-8c55-47b9-95b1-6206966971d7;2026-01-09T12:55:26.558Z;tamarabo;VERDADERO;ZW_THE HALTER LONG DRESS ;2-49FWN;2026-01-09T13:00:42.637Z;2026-02-23T04:16:44.131Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
372847;18789bfe-eea0-471d-96c9-df8f14928fb0;57413;tamarabo;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;2d9afb26-8c55-47b9-95b1-6206966971d7;2026-01-09T12:51:30.983Z;tamarabo;VERDADERO;ZW_THE HALTER LONG DRESS ;2-49FWN;2026-01-09T13:00:42.637Z;2026-02-23T04:16:50.800Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
372854;b0559a5d-d989-4c4b-bf26-7fe5209268fe;57411;irmacd;urn:product-supplier:fc7375e0-568d-4587-af30-20a2e6dd6a1a;urn:BUYERCODE:dc6ec85c-0f5b-4d31-9b7d-9ca935b37833;54eaa005-4393-45a7-8bc7-7594f046cf32;2026-01-09T12:49:39.752Z;irmacd;VERDADERO;CHAQUETA CORTA CUELLO ENVOLVENTE THE ITEM;9-48VZL;2026-01-09T13:00:42.637Z;2026-02-23T04:16:50.800Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727178;DENLLO;DENLLO, S.A.
373073;baec7780-06b6-45c7-a396-d7b479581552;57493;alfredofyr;urn:product-supplier:76ba7045-ae1d-4273-bf5b-95cb7831ff17;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;1bab64a4-b4c4-4539-aed9-5ed4230fbd30;2026-01-09T13:41:41.775Z;alfredofyr;VERDADERO;D.W THE ZW COMFORT WIDE LEG FULL LENGTH;1-43HQH;2026-01-09T13:45:13.582Z;2026-02-23T04:16:44.632Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;831519;T&C GARMENTS SAE;T&C GARMENTS SAE
373097;254c09bb-14d0-4c3a-9e66-fa849f395840;57488;alfredofyr;urn:product-supplier:96a7d78c-5d80-4bf2-a6e6-5ac2aa23b1ba;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;be6cf1b4-5f55-49b5-9b72-9c2cda3e7371;2026-01-09T13:38:37.022Z;alfredofyr;VERDADERO;D.W. THE TAILORED WIDE LEG IN RINSE BLACK;1-31JBK;2026-01-09T13:45:13.582Z;2026-02-23T04:16:44.632Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;995916;PLUS IC DIS TICARET VE SANAYI ANONIM SIR;PLUS IC DIS TICARET VE SANAYI ANONIM SIRKETI
373108;bc2f7a01-45d7-48c7-8ed6-4669cb79a823;57486;raquelpm;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:283b76a3-a084-4161-9e2f-ce2010e4a5ac;532bcb6a-4423-45d5-981c-0eff2f82a5cf;2026-01-09T13:35:16.259Z;raquelpm;VERDADERO;THE BARELL TWILL PANT;1-49LDB;2026-01-09T13:45:13.582Z;2026-02-23T04:16:44.632Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
373172;1480715d-1f91-4ca5-acc7-16d7a74c85e8;57512;lauramsanc;urn:product-supplier:ed8cb591-73b6-430e-a7c1-15db2f138610;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;1bab64a4-b4c4-4539-aed9-5ed4230fbd30;2026-01-09T13:50:47.607Z;alfredofyr;VERDADERO;D.W THE ZW COMFORT WIDE LEG FULL LENGTH;1-43HQH;2026-01-09T14:00:36.037Z;2026-02-23T04:16:37.997Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;754349;SIP CONFECTION;SIP CONFECTION
373179;a94836bc-0f96-4228-bf4b-b897ce9bdd44;57509;lauramsanc;urn:product-supplier:ed8cb591-73b6-430e-a7c1-15db2f138610;urn:BUYERCODE:2b9af67e-7e62-4ccb-90f7-b441c5ddf154;1bab64a4-b4c4-4539-aed9-5ed4230fbd30;2026-01-09T13:50:05.639Z;alfredofyr;VERDADERO;D.W THE ZW COMFORT WIDE LEG FULL LENGTH;1-43HQH;2026-01-09T14:00:36.037Z;2026-02-23T04:16:37.997Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION D;754349;SIP CONFECTION;SIP CONFECTION
373239;17f89b7d-f378-49fa-8ae7-c7a664605639;57529;blancargo;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;29d9070b-48fb-41a1-96c9-41c1abc2ff83;2026-01-09T14:12:20.703Z;blancargo;VERDADERO;ZW - PANTALON CHINO RECTO;1-48PDT;2026-01-09T14:15:13.093Z;2026-02-23T04:16:38.606Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
373265;6be6299c-966b-4775-ae1f-be752d8e150f;57537;;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;29d9070b-48fb-41a1-96c9-41c1abc2ff83;2026-01-09T14:23:32.703Z;blancargo;VERDADERO;ZW - PANTALON CHINO RECTO;1-48PDT;2026-01-09T14:30:18.216Z;2026-02-23T04:16:38.606Z;FORMALIZED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
373286;81634237-7f50-4ef4-a82c-1323926c3960;57534;raquelpm;urn:product-supplier:7f41552a-b003-4464-b7ad-9e1b09b17a14;urn:BUYERCODE:283b76a3-a084-4161-9e2f-ce2010e4a5ac;532bcb6a-4423-45d5-981c-0eff2f82a5cf;2026-01-09T14:16:15.574Z;raquelpm;VERDADERO;THE BARELL TWILL PANT;1-49LDB;2026-01-09T14:30:18.216Z;2026-02-23T04:16:38.606Z;CLOSED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;727149;ZINTURA;ZINTURA, S.A.
373306;80e9a6f1-da11-43d8-9ba8-81dd47d6cd91;57544;;urn:product-supplier:cabc800e-660c-4d6c-a860-601c2aa4aa03;urn:BUYERCODE:03218fdc-5197-41d5-9e6b-1752434bd19a;29d9070b-48fb-41a1-96c9-41c1abc2ff83;2026-01-09T14:34:56.429Z;blancargo;VERDADERO;ZW - PANTALON CHINO RECTO;1-48PDT;2026-01-09T14:45:10.878Z;2026-02-23T04:16:38.606Z;CANCELLED;CLOTHES;ZARA;ROPA;SEÑORA;WOMAN;W.COLLECTION A;970320;Taimu Silk;TAIMU SILK(HONG KONG) COMPANY LIMITED
